"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2020 March 16","Kildare","%","58.1"
"Staying Local Indicator","2020 March 16","Meath","%","59"
"Staying Local Indicator","2020 March 16","Wicklow","%","60.1"
"Staying Local Indicator","2020 March 16","Clare","%","55.9"
"Staying Local Indicator","2020 March 16","Carlow","%","51.6"
"Staying Local Indicator","2020 March 16","Kilkenny","%","58.4"
"Staying Local Indicator","2020 March 16","Tipperary","%","54.7"
"Staying Local Indicator","2020 March 16","Wexford","%","56.3"
"Staying Local Indicator","2020 March 16","Kerry","%","58.9"
"Staying Local Indicator","2020 March 16","Cork","%","62.9"
"Staying Local Indicator","2020 March 16","Galway","%","58.9"
"Staying Local Indicator","2020 March 16","Limerick","%","63.5"
"Staying Local Indicator","2020 March 16","Waterford","%","65.3"
"Staying Local Indicator","2020 March 17","State","%","64.6"
"Staying Local Indicator","2020 March 17","Cavan","%","56.5"
"Staying Local Indicator","2020 March 17","Donegal","%","55.2"
"Staying Local Indicator","2020 March 17","Leitrim","%","53.5"
"Staying Local Indicator","2020 March 17","Louth","%","66.4"
"Staying Local Indicator","2020 March 17","Monaghan","%","57.6"
"Staying Local Indicator","2020 March 17","Sligo","%","55.8"
"Staying Local Indicator","2020 March 17","Laois","%","55.8"
"Staying Local Indicator","2020 March 17","Longford","%","56.8"
"Staying Local Indicator","2020 March 17","Offaly","%","55.4"
"Staying Local Indicator","2020 March 17","Westmeath","%","62"
"Staying Local Indicator","2020 March 17","Mayo","%","52.8"
"Staying Local Indicator","2020 March 17","Roscommon","%","53.3"
"Staying Local Indicator","2020 March 17","Dublin","%","77"
"Staying Local Indicator","2020 March 17","Kildare","%","59.8"
"Staying Local Indicator","2020 March 17","Meath","%","61"
"Staying Local Indicator","2020 March 17","Wicklow","%","62.1"
"Staying Local Indicator","2020 March 17","Clare","%","56.8"
"Staying Local Indicator","2020 March 17","Carlow","%","52.1"
"Staying Local Indicator","2020 March 17","Kilkenny","%","59.4"
"Staying Local Indicator","2020 March 17","Tipperary","%","55.4"
"Staying Local Indicator","2020 March 17","Wexford","%","57.6"
"Staying Local Indicator","2020 March 17","Kerry","%","59.3"
"Staying Local Indicator","2020 March 17","Cork","%","63.6"
"Staying Local Indicator","2020 March 17","Galway","%","59.9"
"Staying Local Indicator","2020 March 17","Limerick","%","63.9"
"Staying Local Indicator","2020 March 17","Waterford","%","65.8"
"Staying Local Indicator","2020 March 18","State","%","64.7"
"Staying Local Indicator","2020 March 18","Cavan","%","56.6"
"Staying Local Indicator","2020 March 18","Donegal","%","54.7"
"Staying Local Indicator","2020 March 18","Leitrim","%","53.2"
"Staying Local Indicator","2020 March 18","Louth","%","66.6"
"Staying Local Indicator","2020 March 18","Monaghan","%","57.7"
"Staying Local Indicator","2020 March 18","Sligo","%","55.4"
"Staying Local Indicator","2020 March 18","Laois","%","55.9"
"Staying Local Indicator","2020 March 18","Longford","%","56.7"
"Staying Local Indicator","2020 March 18","Offaly","%","55.4"
"Staying Local Indicator","2020 March 18","Westmeath","%","62.3"
"Staying Local Indicator","2020 March 18","Mayo","%","52.2"
"Staying Local Indicator","2020 March 18","Roscommon","%","53.2"
"Staying Local Indicator","2020 March 18","Dublin","%","77.2"
"Staying Local Indicator","2020 March 18","Kildare","%","60.7"
"Staying Local Indicator","2020 March 18","Meath","%","61.8"
"Staying Local Indicator","2020 March 18","Wicklow","%","63.2"
"Staying Local Indicator","2020 March 18","Clare","%","56.8"
"Staying Local Indicator","2020 March 18","Carlow","%","51.6"
"Staying Local Indicator","2020 March 18","Kilkenny","%","59.9"
"Staying Local Indicator","2020 March 18","Tipperary","%","55.3"
"Staying Local Indicator","2020 March 18","Wexford","%","57.7"
"Staying Local Indicator","2020 March 18","Kerry","%","58.9"
"Staying Local Indicator","2020 March 18","Cork","%","63.6"
"Staying Local Indicator","2020 March 18","Galway","%","59.6"
"Staying Local Indicator","2020 March 18","Limerick","%","63.7"
"Staying Local Indicator","2020 March 18","Waterford","%","65.7"
"Staying Local Indicator","2020 March 19","State","%","64.5"
"Staying Local Indicator","2020 March 19","Cavan","%","56.8"
"Staying Local Indicator","2020 March 19","Donegal","%","54"
"Staying Local Indicator","2020 March 19","Leitrim","%","52.9"
"Staying Local Indicator","2020 March 19","Louth","%","66.3"
"Staying Local Indicator","2020 March 19","Monaghan","%","57.6"
"Staying Local Indicator","2020 March 19","Sligo","%","54.6"
"Staying Local Indicator","2020 March 19","Laois","%","55.9"
"Staying Local Indicator","2020 March 19","Longford","%","56.5"
"Staying Local Indicator","2020 March 19","Offaly","%","55.1"
"Staying Local Indicator","2020 March 19","Westmeath","%","62.5"
"Staying Local Indicator","2020 March 19","Mayo","%","51.6"
"Staying Local Indicator","2020 March 19","Roscommon","%","53"
"Staying Local Indicator","2020 March 19","Dublin","%","77.1"
"Staying Local Indicator","2020 March 19","Kildare","%","61.3"
"Staying Local Indicator","2020 March 19","Meath","%","62.4"
"Staying Local Indicator","2020 March 19","Wicklow","%","64.2"
"Staying Local Indicator","2020 March 19","Clare","%","56.6"
"Staying Local Indicator","2020 March 19","Carlow","%","51.3"
"Staying Local Indicator","2020 March 19","Kilkenny","%","60.1"
"Staying Local Indicator","2020 March 19","Tipperary","%","55.1"
"Staying Local Indicator","2020 March 19","Wexford","%","57.5"
"Staying Local Indicator","2020 March 19","Kerry","%","58.2"
"Staying Local Indicator","2020 March 19","Cork","%","63.3"
"Staying Local Indicator","2020 March 19","Galway","%","59"
"Staying Local Indicator","2020 March 19","Limerick","%","63.4"
"Staying Local Indicator","2020 March 19","Waterford","%","65.2"
"Staying Local Indicator","2020 March 20","State","%","64.7"
"Staying Local Indicator","2020 March 20","Cavan","%","57"
"Staying Local Indicator","2020 March 20","Donegal","%","54.2"
"Staying Local Indicator","2020 March 20","Leitrim","%","53.2"
"Staying Local Indicator","2020 March 20","Louth","%","66.4"
"Staying Local Indicator","2020 March 20","Monaghan","%","57.8"
"Staying Local Indicator","2020 March 20","Sligo","%","54.5"
"Staying Local Indicator","2020 March 20","Laois","%","56.3"
"Staying Local Indicator","2020 March 20","Longford","%","56.4"
"Staying Local Indicator","2020 March 20","Offaly","%","55.2"
"Staying Local Indicator","2020 March 20","Westmeath","%","62.7"
"Staying Local Indicator","2020 March 20","Mayo","%","51.5"
"Staying Local Indicator","2020 March 20","Roscommon","%","53.1"
"Staying Local Indicator","2020 March 20","Dublin","%","77.4"
"Staying Local Indicator","2020 March 20","Kildare","%","61.9"
"Staying Local Indicator","2020 March 20","Meath","%","62.8"
"Staying Local Indicator","2020 March 20","Wicklow","%","64.9"
"Staying Local Indicator","2020 March 20","Clare","%","56.5"
"Staying Local Indicator","2020 March 20","Carlow","%","51.4"
"Staying Local Indicator","2020 March 20","Kilkenny","%","60.3"
"Staying Local Indicator","2020 March 20","Tipperary","%","55.2"
"Staying Local Indicator","2020 March 20","Wexford","%","57.6"
"Staying Local Indicator","2020 March 20","Kerry","%","57.9"
"Staying Local Indicator","2020 March 20","Cork","%","63.2"
"Staying Local Indicator","2020 March 20","Galway","%","59"
"Staying Local Indicator","2020 March 20","Limerick","%","63.3"
"Staying Local Indicator","2020 March 20","Waterford","%","65.1"
"Staying Local Indicator","2020 March 21","State","%","65.3"
"Staying Local Indicator","2020 March 21","Cavan","%","57.8"
"Staying Local Indicator","2020 March 21","Donegal","%","55.1"
"Staying Local Indicator","2020 March 21","Leitrim","%","53.8"
"Staying Local Indicator","2020 March 21","Louth","%","67.2"
"Staying Local Indicator","2020 March 21","Monaghan","%","58.5"
"Staying Local Indicator","2020 March 21","Sligo","%","55.3"
"Staying Local Indicator","2020 March 21","Laois","%","56.9"
"Staying Local Indicator","2020 March 21","Longford","%","56.8"
"Staying Local Indicator","2020 March 21","Offaly","%","55.7"
"Staying Local Indicator","2020 March 21","Westmeath","%","63.1"
"Staying Local Indicator","2020 March 21","Mayo","%","52.1"
"Staying Local Indicator","2020 March 21","Roscommon","%","53.8"
"Staying Local Indicator","2020 March 21","Dublin","%","78.1"
"Staying Local Indicator","2020 March 21","Kildare","%","62.7"
"Staying Local Indicator","2020 March 21","Meath","%","63.6"
"Staying Local Indicator","2020 March 21","Wicklow","%","65.8"
"Staying Local Indicator","2020 March 21","Clare","%","57.2"
"Staying Local Indicator","2020 March 21","Carlow","%","52.1"
"Staying Local Indicator","2020 March 21","Kilkenny","%","61.1"
"Staying Local Indicator","2020 March 21","Tipperary","%","55.8"
"Staying Local Indicator","2020 March 21","Wexford","%","58"
"Staying Local Indicator","2020 March 21","Kerry","%","58.3"
"Staying Local Indicator","2020 March 21","Cork","%","63.9"
"Staying Local Indicator","2020 March 21","Galway","%","59.6"
"Staying Local Indicator","2020 March 21","Limerick","%","63.8"
"Staying Local Indicator","2020 March 21","Waterford","%","65.5"
"Staying Local Indicator","2020 March 22","State","%","64.9"
"Staying Local Indicator","2020 March 22","Cavan","%","57.2"
"Staying Local Indicator","2020 March 22","Donegal","%","54.2"
"Staying Local Indicator","2020 March 22","Leitrim","%","53.6"
"Staying Local Indicator","2020 March 22","Louth","%","66.8"
"Staying Local Indicator","2020 March 22","Monaghan","%","58.1"
"Staying Local Indicator","2020 March 22","Sligo","%","54.7"
"Staying Local Indicator","2020 March 22","Laois","%","56.4"
"Staying Local Indicator","2020 March 22","Longford","%","56.2"
"Staying Local Indicator","2020 March 22","Offaly","%","55.1"
"Staying Local Indicator","2020 March 22","Westmeath","%","62.7"
"Staying Local Indicator","2020 March 22","Mayo","%","51.3"
"Staying Local Indicator","2020 March 22","Roscommon","%","53.4"
"Staying Local Indicator","2020 March 22","Dublin","%","78"
"Staying Local Indicator","2020 March 22","Kildare","%","62.2"
"Staying Local Indicator","2020 March 22","Meath","%","63.1"
"Staying Local Indicator","2020 March 22","Wicklow","%","65.8"
"Staying Local Indicator","2020 March 22","Clare","%","56.9"
"Staying Local Indicator","2020 March 22","Carlow","%","51.4"
"Staying Local Indicator","2020 March 22","Kilkenny","%","60.6"
"Staying Local Indicator","2020 March 22","Tipperary","%","55.1"
"Staying Local Indicator","2020 March 22","Wexford","%","57.5"
"Staying Local Indicator","2020 March 22","Kerry","%","57.4"
"Staying Local Indicator","2020 March 22","Cork","%","63.4"
"Staying Local Indicator","2020 March 22","Galway","%","59.1"
"Staying Local Indicator","2020 March 22","Limerick","%","63.2"
"Staying Local Indicator","2020 March 22","Waterford","%","64.9"
"Staying Local Indicator","2020 March 23","State","%","65"
"Staying Local Indicator","2020 March 23","Cavan","%","57.3"
"Staying Local Indicator","2020 March 23","Donegal","%","54.3"
"Staying Local Indicator","2020 March 23","Leitrim","%","53.6"
"Staying Local Indicator","2020 March 23","Louth","%","66.9"
"Staying Local Indicator","2020 March 23","Monaghan","%","58.1"
"Staying Local Indicator","2020 March 23","Sligo","%","54.6"
"Staying Local Indicator","2020 March 23","Laois","%","56.3"
"Staying Local Indicator","2020 March 23","Longford","%","55.9"
"Staying Local Indicator","2020 March 23","Offaly","%","54.9"
"Staying Local Indicator","2020 March 23","Westmeath","%","62.6"
"Staying Local Indicator","2020 March 23","Mayo","%","51.2"
"Staying Local Indicator","2020 March 23","Roscommon","%","53.1"
"Staying Local Indicator","2020 March 23","Dublin","%","78.3"
"Staying Local Indicator","2020 March 23","Kildare","%","62.4"
"Staying Local Indicator","2020 March 23","Meath","%","63.3"
"Staying Local Indicator","2020 March 23","Wicklow","%","66.2"
"Staying Local Indicator","2020 March 23","Clare","%","57"
"Staying Local Indicator","2020 March 23","Carlow","%","51.2"
"Staying Local Indicator","2020 March 23","Kilkenny","%","60.6"
"Staying Local Indicator","2020 March 23","Tipperary","%","55"
"Staying Local Indicator","2020 March 23","Wexford","%","57.4"
"Staying Local Indicator","2020 March 23","Kerry","%","57.1"
"Staying Local Indicator","2020 March 23","Cork","%","63.4"
"Staying Local Indicator","2020 March 23","Galway","%","58.9"
"Staying Local Indicator","2020 March 23","Limerick","%","63.2"
"Staying Local Indicator","2020 March 23","Waterford","%","64.8"
"Staying Local Indicator","2020 March 24","State","%","64.5"
"Staying Local Indicator","2020 March 24","Cavan","%","56"
"Staying Local Indicator","2020 March 24","Donegal","%","53.6"
"Staying Local Indicator","2020 March 24","Leitrim","%","52.3"
"Staying Local Indicator","2020 March 24","Louth","%","66.2"
"Staying Local Indicator","2020 March 24","Monaghan","%","57.1"
"Staying Local Indicator","2020 March 24","Sligo","%","53.8"
"Staying Local Indicator","2020 March 24","Laois","%","55.4"
"Staying Local Indicator","2020 March 24","Longford","%","54.2"
"Staying Local Indicator","2020 March 24","Offaly","%","53.9"
"Staying Local Indicator","2020 March 24","Westmeath","%","61.5"
"Staying Local Indicator","2020 March 24","Mayo","%","50.3"
"Staying Local Indicator","2020 March 24","Roscommon","%","51.9"
"Staying Local Indicator","2020 March 24","Dublin","%","78.4"
"Staying Local Indicator","2020 March 24","Kildare","%","61.7"
"Staying Local Indicator","2020 March 24","Meath","%","62.4"
"Staying Local Indicator","2020 March 24","Wicklow","%","65.7"
"Staying Local Indicator","2020 March 24","Clare","%","56.2"
"Staying Local Indicator","2020 March 24","Carlow","%","50.8"
"Staying Local Indicator","2020 March 24","Kilkenny","%","60.1"
"Staying Local Indicator","2020 March 24","Tipperary","%","54.3"
"Staying Local Indicator","2020 March 24","Wexford","%","56.5"
"Staying Local Indicator","2020 March 24","Kerry","%","56.5"
"Staying Local Indicator","2020 March 24","Cork","%","62.8"
"Staying Local Indicator","2020 March 24","Galway","%","57.8"
"Staying Local Indicator","2020 March 24","Limerick","%","62.9"
"Staying Local Indicator","2020 March 24","Waterford","%","64.3"
"Staying Local Indicator","2020 March 25","State","%","64.8"
"Staying Local Indicator","2020 March 25","Cavan","%","56.4"
"Staying Local Indicator","2020 March 25","Donegal","%","54.4"
"Staying Local Indicator","2020 March 25","Leitrim","%","52.9"
"Staying Local Indicator","2020 March 25","Louth","%","66.5"
"Staying Local Indicator","2020 March 25","Monaghan","%","57.3"
"Staying Local Indicator","2020 March 25","Sligo","%","54.3"
"Staying Local Indicator","2020 March 25","Laois","%","55.6"
"Staying Local Indicator","2020 March 25","Longford","%","54.3"
"Staying Local Indicator","2020 March 25","Offaly","%","54.1"
"Staying Local Indicator","2020 March 25","Westmeath","%","61.7"
"Staying Local Indicator","2020 March 25","Mayo","%","50.9"
"Staying Local Indicator","2020 March 25","Roscommon","%","52.2"
"Staying Local Indicator","2020 March 25","Dublin","%","78.7"
"Staying Local Indicator","2020 March 25","Kildare","%","62.2"
"Staying Local Indicator","2020 March 25","Meath","%","62.8"
"Staying Local Indicator","2020 March 25","Wicklow","%","66"
"Staying Local Indicator","2020 March 25","Clare","%","56.5"
"Staying Local Indicator","2020 March 25","Carlow","%","50.9"
"Staying Local Indicator","2020 March 25","Kilkenny","%","60.3"
"Staying Local Indicator","2020 March 25","Tipperary","%","54.5"
"Staying Local Indicator","2020 March 25","Wexford","%","56.6"
